stop_id,stop_name,stop_lat,stop_lon
C5325,Juan Larrea 1538,-31.4159,-64.162463
C5316,Avenida Duarte Quirós 4827,-31.399276,-64.24478
C5269,Avenida Duarte Quirós 2169,-31.410576,-64.213023
C5244,Avenida Duarte Quirós 4437,-31.401566,-64.239855
C9195,Chancay 283,-31.3902,-64.253138
S00000255,Avenida Rafael Núñez 4520,-31.36558359582342,-64.235075712204
C9040,Avenida 11 de Septiembre 3577,-31.454567646843422,-64.14815068244936
C9084,Av. Amadeo Sabattini 645-359,-31.426283,-64.172902
C9080,Avenida Gdor. Amadeo Sabattini S/N,-31.429377,-64.169844
C5228,Avenida Carlos Federico Gauss 5345,-31.360449,-64.252564
C5417,Hornero 674,-31.382814,-64.259076
C5206,Chancay 28,-31.392495,-64.254082
C5191,Avenida Duarte Quirós 4290,-31.402619,-64.237753
C9085,Avenida Colón 153,-31.413181,-64.185112
C9069,Avenida Colón 2209,-31.405273096964176,-64.21175792813301
C9059,Monseñor Miguel de Andrea 1015,-31.395357,-64.213709
C9035,Avenida Menéndez Pidal 3661,-31.384714,-64.233906
C9017,Gregorio Vélez 4239,-31.37357161574468,-64.23770427703859
C6488,Juan Lavalleja 3574,-31.372793,-64.182349
C6227,Atlántida 2199,-31.478031,-64.245236
C6179,Dirección desconocida,-31.360434993834023,-64.1798222064972
C6060,Avenida Ambrosio Olmos 513,-31.429107,-64.185589
C6173,Avenida Renault 2224,-31.47266,-64.236846
C6127,Maestro Marcelo López 3490,-31.440609381932717,-64.19302403926851
C6099,Mariano Fragueíro 1304,-31.399954,-64.187477
C6007,De Los Valsecitos 477,-31.311537,-64.178739
C6174,Avenida Juan B. Justo 9669,-31.311445051149285,-64.17609930038454
C6106,Mariano Fragueíro 3462,-31.374579,-64.183738
C6084,Rodriguez Peña 1584,-31.395938,-64.190154
C6050,Avenida Ingeniero Medina Allende S/N,-31.43792532392011,-64.19237561523914
C6004,Colorado 5208,-31.47158,-64.234893
C7327,Coronel Manuel Namuncurá 5988,-31.415433,-64.263631
C7318,Avenida Santa Ana 3098,-31.413529,-64.225581
p4_ida_a,Mariano Fragueíro 4035,-31.368405129957438,-64.18392062187196
p22_vuelta_a,Mariano Fragueíro 4014,-31.36851,-64.183776
C729,Tucumán 329,-31.4110109843643,-64.18652772903444
C5702,Martín Cartechini 152,-31.412439,-64.130432
C9203,Antonio Rosillo 13,-31.394555,-64.250402
C5694,Obispo Castellano 119,-31.411432,-64.138538
C5684,Argandoña 2390,-31.419773,-64.152866
C5114,Bulevar Juan Domingo Perón 868,-31.425349,-64.169544
C9310,José Figueroa 207,-31.392247,-64.249426
C5586,La Tablada 2278,-31.400915,-64.210694
C6271,Ostende 204,-31.455222,-64.203018
C5467,Corrientes 2007,-31.42572,-64.158236
C5458,Lisandro de La Torre 3457,-31.430512,-64.140898
C5446,Ramos Mejia 1907,-31.432174,-64.123287
C5550,Tinogasta 5890,-31.437236,-64.110149
C5539,Ramos Mejia 1794,-31.429588,-64.123356
C5160,Pedro Antonio Inchauspe 290,-31.44974,-64.194682
C6294,Bermudas 487,-31.46177,-64.207953
C5394,Bernardo de Irigoyen 1243,-31.422126,-64.15543
C5375,Mario Bravo 870,-31.420071,-64.122037
C5063,Avenida Colón 6344,-31.394409,-64.263394
C5353,Cangallo 693,-31.418377,-64.119306
C5343,Pasaje Sáenz Peña 4482,-31.418675,-64.127938
C5333,San Jerónimo 2960,-31.42366,-64.146085
C5324,Rosario de Santa Fe 1258,-31.416047,-64.165639
C5315,Avenida Duarte Quirós 5119,-31.397655,-64.249168
C5268,Avenida Duarte Quirós 2313,-31.409931,-64.214975
C5257,Arrecifes 205,-31.402074,-64.240751
C9197,Chancay 99,-31.391982,-64.254001
C5227,Avenida Carlos Federico Gauss 5545,-31.358222,-64.251641
C5233,Ramón Cárcano 967,-31.379882770532284,-64.25715565681459
C5203,Avenida Río Bamba 311,-31.397976,-64.25671
C5190,Avenida Duarte Quirós 4068,-31.404249,-64.234856
C5180,Avenida Duarte Quirós 1870,-31.4114,-64.209788
C5583,República Popular China S/N,-31.363426,-64.280802
C5095,Avenida Mahatma Ghandi 398,-31.384728,-64.269183
C9053,Avenida Octavio Pinto 2747,-31.38852900539176,-64.21624928712843
C4703,Avenida Cjal. Felipe Belardinelli 3733,-31.454696,-64.195851
C9061,Monseñor Miguel de Andrea 803,-31.397413,-64.2146
C9050,Avenida 11 de Septiembre 2887,-31.445168,-64.14829
C9038,Avenida 11 de Septiembre 3791,-31.45654,-64.148038
C9027,Avenida Menéndez Pidal 4115,-31.381138,-64.241551
C9000,Avenida Idelfonso Muñecas 4594,-31.48089505112741,-64.13570523262025
C6229,Isabela 2200,-31.479541,-64.247113
C6192,Avenida Armada Argentina S/N,-31.486192580492343,-64.2432725429535
C6310,Venezuela 19,-31.433185,-64.193512
C6171,Filadelfia 2172,-31.471823,-64.235344
C6125,Avenida Ingeniero Medina Allende S/N,-31.437158,-64.19237
C6027,Avenida Juan B. Justo 7751,-31.329226,-64.175971
C6005,De Los Valsecitos 673,-31.310524,-64.180541
C6172,Avenida Juan B. Justo RUTA 9,-31.313342442710383,-64.17587399482728
C6156,Margarita Weild de Paz 412,-31.336475,-64.179994
C6074,Jujuy 531,-31.407687104316235,-64.18830871582033
C6042,Lamartine 2702,-31.442275,-64.201956
C7154,Cleto Aguirre 6272,-31.409207,-64.265932
C7321,Avenida Santa Ana 3849,-31.411634,-64.235306
C7313,Avenida Santa Ana 1700,-31.416734,-64.209123
p14_ida_a,Juan del Campillo 723,-31.398992,-64.187547
C704,Mariano Fragueíro 3715,-31.370777718097408,-64.18394207954408
p23_vuelta_a,Mariano Fragueíro 4438,-31.365872165702825,-64.18385088443758
C5704,Blas Parera 3923,-31.41449,-64.132411
C5024,Carlos Pellegrini 1246,-31.422007334983338,-64.15678739547731
C5696,Estanislao Learte 123,-31.411702,-64.136081
C5686,Argandoña 2784,-31.420176,-64.14792
C5116,Leticia 1509,-31.424003,-64.166465
C9308,José Figueroa 301,-31.391071,-64.248878
C5589,Doctor Enrique Tornú 2475,-31.397303,-64.211628
C5572,Corrientes 3611,-31.427464,-64.138527
C6275,Viña del Mar 4100,-31.458741,-64.203989
C5469,Corrientes 1607,-31.425262,-64.163268
C5459,José M. Solares 1745,-31.428764,-64.142448
C5449,Emilio Salgari 1599,-31.427546,-64.126478
C5552,Medrano 6194,-31.435094,-64.108266
C5541,Ramos Mejia 2078,-31.433872,-64.123394
C5511,Avenida Armada Argentina 601,-31.458041,-64.208704
C5399,Juan Larrea 1519,-31.415763104202394,-64.16261851787569
C5381,Río de la Plata 735,-31.41905,-64.128796
C5370,Callao 840,-31.419833,-64.120637
C5358,Mariano Boedo 1550,-31.426905,-64.117064
C5348,Argandoña 4987,-31.421829,-64.122332
C5341,Pasaje Sáenz Peña 4152,-31.418647,-64.131784
C5329,Carlos Pellegrini 1031,-31.419718,-64.156358
C5321,Rosario de Santa Fe 754,-31.417621767666223,-64.17180776596071
C4700,Concejal Felipe Belardinelli 3306,-31.449589,-64.194553
C5270,Avenida Duarte Quirós 1937,-31.4114,-64.210496
C5245,Avenida Duarte Quirós 4311,-31.402463,-64.238241
C5249,Avenida Río Bamba 388,-31.398813690858454,-64.25734877586366
C5229,Avenida Carlos Federico Gauss 5073,-31.363119,-64.253556
C5419,Roberto Boyle 5642,-31.377346,-64.254956
C5207,Chancay 216,-31.390883,-64.253304
C5192,Avenida Duarte Quirós 4466,-31.401314,-64.239979
C5184C,Avenida Duarte Quirós 2660,-31.408502,-64.218795
C4622,Concejal Felipe Belardinelli 3109,-31.447035,-64.194092
C5098,Avenida Mahatma Ghandi 860,-31.379361,-64.269376
C5062,Avenida Colón 6066,-31.394212,-64.260208
C5051,Avenida Colón 3870,-31.398969,-64.230983
C9057,Monseñor Miguel de Andrea 1211,-31.393351,-64.212851
C9041,José Barros Pazos 3395,-31.38672,-64.227716
C9033,Avenida Menéndez Pidal 3761,-31.384004,-64.235108
C6256,Bedoya 686,-31.397976,-64.186506
C6223,América Central 2200,-31.475936,-64.242715
C5524,Pedro Antonio Inchauspe 88,-31.449561,-64.198142
C6280,Avenida Armada Argentina 2379,-31.476929,-64.235778
C6165,Nevada 1614,-31.465248,-64.227458
C6117,Independencia 1174,-31.429303951800513,-64.1898536682129
C6037,Margarita Puch de Güemes 402,-31.339320028780527,-64.17989730834962
C6017,Avenida Juan B. Justo RUTA 9,-31.313287,-64.17604
C6184,De Los Valsecitos 577,-31.31117,-64.179404
C6164,Avenida Juan B. Justo 7970,-31.327026,-64.175649
C6110,Mariano Fragueíro 3762,-31.370228,-64.183803
C6080,General Bustos 982,-31.400091,-64.19172
C7326,Coronel Manuel Namuncurá 5774,-31.415443,-64.261233
C7317,Avenida Santa Ana 2794,-31.414229,-64.221987
p15_ida_a1,Juan del Campillo 432,-31.40009576322613,-64.18375968933107
C 702,De Los Santos 779,-31.364740783484237,-64.18509006500246
p20_vuelta_a1,Belgrano 551,-31.421491,-64.190468
C9334,Humberto Primo S/N,-31.386623971163466,-64.25635099411012
C5701,Martín Cartechini 120,-31.412105,-64.130078
C5693,Obispo Castellano 245,-31.412723,-64.138774
C5680,José Figueroa 11,-31.394042,-64.250284
C9302,Juncalillo 749,-31.386514,-64.248734
C9181,La Tablada 6089,-31.385442,-64.255825
C5596,Domingo Zípoli 624,-31.396662,-64.223204
C5585,Doctor Silvestre Remonda 586,-31.401808,-64.208618
C5496,Rafael Bielsa 3698,-31.453236,-64.198946
C5466,Corrientes 2215,-31.425953,-64.155634
C5454,Leonardo Rosales 3800,-31.429707,-64.136113
C5443,Fiambala 4899,-31.438852,-64.123335
C5548,Tinogasta 5543,-31.437222,-64.114628
C5535,Agustín Garzón 4293,-31.426873,-64.130362
C5522,Doctor Oscar Cocca 29,-31.452188,-64.200845
C5516,Viña del Mar 4006,-31.456672647301982,-64.20339345932008
C5383,Pasaje Sáenz Peña 4056,-31.418615,-64.132884
C5371,Callao 682,-31.418313,-64.120674
C5409,Bulevar Juan Piñero 270,-31.405521,-64.227254
C5350,Mario Bravo 702,-31.418652,-64.121929
C5339,Martín Cartechini 947,-31.420826,-64.133436
C5326,Juan Larrea 1730,-31.416326,-64.160081
C5318,Bulevar Juan Piñero 47,-31.403429,-64.226133
C5265,Avenida Duarte Quirós 2917,-31.407765,-64.221826
C5255,Avenida Don Bosco 4741,-31.404606,-64.246003
C5237,Hornero 576,-31.383986167666432,-64.25989151000978
C5224,Blas Pascal 5854,-31.35442488110421,-64.25212383270265
C5213,La Rioja 6519,-31.386166,-64.260734
C5201,Avenida Don Bosco 5480,-31.399679,-64.255975
C5188,Avenida Duarte Quirós 3580,-31.405659,-64.228767
C5178,Avenida Duarte Quirós 1462,-31.413025,-64.20467
C5581,República Popular China S/N,-31.369317,-64.276559
C5069,Avenida Ardizone 7000,-31.388085,-64.273383
C5055,Avenida Colón 4766,-31.395879,-64.241411
C6046,Maestro Marcelo López 3451,-31.441836,-64.19356
C6090,José Baigorri 850,-31.391771,-64.186329
C9039,José Barros Pazos 3465,-31.386203,-64.229014
C9030,De Las Leyes Agrarias 3987,-31.464643763683192,-64.14542555809022
C9014,Avenida El Quebracho 3811,-31.47704752096748,-64.14764106273653
C6247,Avenida Armada Argentina S/N,-31.48620172967908,-64.24357295036317
C6210,Guadalupe 2899,-31.481188,-64.249109
C6312,Tucumán 633,-31.40853,-64.185551
C6274,Avenida Armada Argentina 3043,-31.48239930776502,-64.24229890108109
C6133,Avenida Naciones Unidas 452,-31.442152,-64.202074
C6107,La Tablada 201,-31.40846600619205,-64.18394643813372
C6033,Margarita Weild de Paz 402,-31.33650220374899,-64.17984366416933
C6011,Del Chamamé 9860,-31.309575,-64.177548
C6180,Del Chamamé 9656,-31.311005,-64.17803
C6158,Avenida Japón 75,-31.336301,-64.176915
C6088,Rodriguez Peña 1954,-31.391739,-64.1884
C6078,General Bustos 684,-31.40124,-64.187869
C6044,Belgrano 2710,-31.442669,-64.199424
C7240,Leubuco 5400,-31.414408,-64.256828
C7316,Avenida Santa Ana 2582,-31.414825,-64.218961
C721,Avenida Vélez Sarsfield 886,-31.425591,-64.191158
p14_vuelta_a,Urquiza 2088,-31.391181,-64.185251
p18_vuelta_a1,Belgrano 874,-31.42501943256983,-64.1925358772278
C9207,José Figueroa 292,-31.391354,-64.248852
C5698,Estanislao Learte 392,-31.414454,-64.136606
C5688,Argandoña 3184,-31.420524,-64.142818
C9183,Nazca 683,-31.385781347543805,-64.25401985420736
C5598,Igualdad 3544-3556,-31.395302,-64.226026
C5590,Doctor Enrique Tornú 2686,-31.396694,-64.214053
C5573,Corrientes 3403,-31.427244,-64.140887
C5561,Mariano Boedo 1800,-31.429482,-64.116919
C5461,Corrientes 3215,-31.427047,-64.143205
C5537,Ramos Mejia 1669,-31.428223685495535,-64.12324905395509
C5431,Máximo Zamudio 63,-31.430045,-64.109403
C5444,Ramos Mejia 2327,-31.436714,-64.123362
C5513,Esquel 4431,-31.460292,-64.211129
C5385,Martín Cartechini 1056,-31.421975,-64.133597
C5374,Mario Bravo 668,-31.418221,-64.122026
C5411,Avenida Duarte Quirós 4870,-31.398878,-64.245086
C5352,Juan Gregorio Lemos 5150,-31.416276,-64.120111
C5342,Pasaje Sáenz Peña 4346,-31.418675,-64.129429
C5331,Yapeyú 1300,-31.423097,-64.151981
C5323,Rosario de Santa Fe 1070,-31.416683,-64.167961
C5314,Avenida Duarte Quirós 5281,-31.396918,-64.251384
C5278,Avenida Don Bosco 4608,-31.405393,-64.244045
C9193,Chancay 479,-31.388442,-64.25229
C5226,Avenida Carlos Federico Gauss 5739,-31.355923,-64.250713
C5418,Ramón Cárcano 921,-31.381046,-64.258057
C5205,Avenida Río Bamba 79,-31.393795,-64.254747
C5189,Avenida Duarte Quirós 3836,-31.405,-64.231852
C5179,Avenida Duarte Quirós 1712,-31.411936,-64.208087
C5582,República Popular China S/N,-31.36644,-64.279
C5070,Avenida Santiago Costamagna 7003,-31.386432,-64.272916
C5058,Avenida Colón 5112,-31.396245,-64.249613
C5048,Avenida Colón 3040,-31.402096,-64.221005
C5025,Entre Ríos 2067,-31.423596,-64.157426
C5014,López y Planes 3901,-31.422342,-64.134332
C9034,De Las Leyes Agrarias 3839,-31.464643763683192,-64.14708316326143
C9006,Avenida Idelfonso Muñecas 4130,-31.480867602007624,-64.14268970489503
C6216,América Central 2199,-31.476329,-64.243155
C6175,Sabino O'Donell 514,-31.361855,-64.182032
C6282,Avenida Armada Argentina 2111,-31.473053,-64.231128
C6167,Texas 1790,-31.467206,-64.229636
C6121,Independencia 1490,-31.432613,-64.191141
C6077,Mariano Fragueíro 3668,-31.371552,-64.183803
C5170,Bulevar Chacabuco 647,-31.42498281190355,-64.18322324752809
MA-00000506,Humberto Primo 456,-31.408243677637532,-64.18774345172379
C6023,Avenida Juan B. Justo 8530,-31.323782,-64.176013
C6188,De La Huella 301,-31.309125965113683,-64.18292284011842
C6168,Avenida Juan B. Justo 8597,-31.320281,-64.175692
C6148,Mercedes Moreno 126,-31.34036924613382,-64.1775155067444
C6104,Vicente Espinel 687,-31.378184,-64.183631
C6082,Rodriguez Peña 1388,-31.39804,-64.191071
C6002,Avenida Renault 2252,-31.472715,-64.237329
C7239,Paine 5236,-31.412824,-64.254988
p18_reg_c,Avenida Vélez Sarsfield 352,-31.419434615762544,-64.18865203857423
p12_ida_a,General Justo José de Urquiza 2047,-31.391478068697587,-64.18550848960878
p26_ida_a,Avenida Vélez Sarsfield 1419,-31.431336283486026,-64.19353365898134
p18_vuelta_a,Urquiza 3064,-31.379791,-64.185101
p7_ida,Belgrano 305,-31.418357383073392,-64.18965619057417
C9330,Nazca 814,-31.384586,-64.252993
C5700,Martín Cartechini 335,-31.413923,-64.131178
C5692,Obispo Castellano 401,-31.414513,-64.139063
C5604,Igualdad 4677,-31.39102,-64.237833
C5574,José M. Solares 1411,-31.425189,-64.141944
C5560,Agustín Garzón 5423,-31.427354,-64.116586
C5064,Bulevar Juan Domingo Perón 707,-31.424681,-64.171497
C5460,José M. Solares 1611,-31.427386,-64.142261
C5447,Ramos Mejia 1801,-31.429876,-64.123276
C5551,Talacasto 5899,-31.435195,-64.110031
C5540,Ramos Mejia 1898,-31.431872,-64.123399
C5171,Bulevar Chacabuco 423,-31.42229115377798,-64.18218255043031
C5512,Avenida Armada Argentina 793,-31.458654,-64.211215
p26_ida_c,Juan Larrea 1718,-31.416294,-64.160274
C5379,Río de la Plata 1021,-31.421719,-64.12885
C5369,Callao 1048,-31.422186,-64.120744
C5357,Alejo Bruix 5266,-31.426507,-64.118555
C5347,Argandoña 4860,-31.421865,-64.123721
C5337,Estados Unidos 3960,-31.423536,-64.13401
C5328,Obispo Maldonado 2058,-31.418331,-64.156723
C5410,Avenida Duarte Quirós 4672,-31.399954,-64.24235
C4699,Concejal Felipe Belardinelli 3127,-31.447209,-64.194102
C5264,Avenida Duarte Quirós 3141,-31.406936,-64.224406
C5254,Avenida Don Bosco 4851,-31.403837,-64.247586
C5236,Hornero S/N,-31.38545162319993,-64.2608141899109
C5212,La Rioja 6395,-31.386945,-64.258969
C5200,Avenida Don Bosco 5288,-31.400934,-64.253411
C5187,Avenida Duarte Quirós 3288,-31.406259,-64.225929
C5177,Avenida Duarte Quirós 1180,-31.414646,-64.200904
C5580,República Popular China S/N,-31.371126,-64.276977
C5068,Avenida Pablo Ardizzo 6890,-31.388163,-64.271114
C5054,Avenida Colón 4558,-31.396401,-64.238927
C5031,Agustín Garzón 1283,-31.424264,-64.167978
C5021,Yapeyú 1298,-31.422959,-64.152212
C5012,López y Planes 4351,-31.422428,-64.129493
C5002,Alejo Bruix 5758,-31.426365,-64.112381
C5137,Estados Unidos 5772,-31.423523,-64.11229
C5100,Avenida Colón 2563,-31.404033,-64.215678
C9016,Avenida 11 de Septiembre 5223,-31.473429,-64.147754
C6260,Urquiza 1792,-31.394427,-64.186614
C6214,Atlántida 2199,-31.478383,-64.245461
C5592,Cayetano Silva 809,-31.396639,-64.216847
C6278,Avenida Armada Argentina 2731,-31.479893,-64.239491
C6137,Avenida Naciones Unidas 877,-31.441333,-64.206735
C6039,Adelia de Olmos 291,-31.340928213047064,-64.1789746284485
C6015,Avenida Juan B. Justo 9729,-31.310858,-64.175992
C6178,Del Cultrún S/N,-31.308576,-64.17714
C6006,Mayor Fernando Juan Casado 1957,-31.46921,-64.231943
C7328,Alto Alegre 953,-31.413675,-64.263781
C7319,Avenida Santa Ana 3283,-31.413048,-64.228059
C718,Avenida General Paz 651,-31.408085426729848,-64.18380260467531
p11_ida_a1,Urquiza 2329,-31.388346,-64.185246
p1_ida_a,Nicolás Avellaneda 4532,-31.364686,-64.186863
C5707,Estanislao Learte 129,-31.411753,-64.136113
C9326,Juan Hauling 5650,-31.384179,-64.250783
C5699,Blas Parera 3935,-31.414582,-64.132304
C5691,Obispo Castellano 625,-31.416844,-64.139396
C5605,Igualdad 4787,-31.390603,-64.239056
C5595,Humberto Primo 3372,-31.397907,-64.223451
C5584,Doctor Silvestre Remonda 386,-31.403759,-64.20945
C5569,Guandacol 2008,-31.433309,-64.127101
C6269,Viña del Mar 3792,-31.453835,-64.202664
C5465,Corrientes 2425,-31.426159,-64.153075
C5455,Centeno 3795,-31.431364,-64.136671
C5437,Tinogasta 5714,-31.437282,-64.112048
C5549,Tinogasta 5689,-31.437236,-64.112391
C5536,Agustín Garzón 4580,-31.427011,-64.127047
C6306,Viña del Mar 3721,-31.45303,-64.202331
C5515,Borneo 273,-31.46432346784384,-64.20620441436769
C5382,Pasaje Sáenz Peña 4254,-31.418661,-64.130614
C5372,Callao 542,-31.416834,-64.120626
C5407,Santa Rosa 3398,-31.39983,-64.224427
C5349,Mario Bravo 855,-31.419943,-64.121919
C5338,Martín Cartechini 1149,-31.422964,-64.133458
5327,Alejandro Carbó 1774,-31.417549,-64.159657
C5317,Avenida Duarte Quirós 4738,-31.399784,-64.242956
C8473,Concejal Felipe Belardinelli 2801,-31.443612,-64.1934
C5263,Avenida Duarte Quirós 3337,-31.406204,-64.226541
C5253,Avenida Don Bosco 5062,-31.402719,-64.249694
C5230,Avenida Carlos Federico Gauss 4909,-31.36508,-64.254388
C5218,Justo Liebig 5536,-31.371304,-64.250949
C5208,Chancay 440,-31.388937,-64.252376
C5195,Falucho 399,-31.40543,-64.243734
C5184,Avenida Duarte Quirós 2178,-31.410278,-64.213323
C4620,Avenida Circunvalación 4833,-31.464195349201315,-64.20416593551637
C5071,Avenida Santiago Costamagna 6905,-31.386624,-64.271554
C5046,Avenida Colón 2354,-31.404565,-64.213216
C5037,Sarmiento 221,-31.4110109843643,-64.17860984802248
C5022,Carlos Tejedor 1299,-31.422877,-64.153842
5011,Río de la Plata 1207,-31.423761,-64.128785
C5001,Alejo Bruix 5646,-31.426402,-64.113593
C5134,Estados Unidos 5170,-31.423683,-64.119789
C5090,Avenida Colón 5063,-31.396474,-64.24861
C5074,Avenida Mahatma Ghandi 321,-31.386212,-64.269547
C6194,Aruba S/N,-31.484422196019715,-64.24770891666414
C6284,Avenida Armada Argentina 1979,-31.471516,-64.229325
C6169,Baltimore 1972,-31.469146,-64.232147
C6123,Avenida Ingeniero Medina Allende S/N,-31.43486987241982,-64.19150590896608
C6041,Mercedes Moreno 77,-31.340470043691468,-64.17697906494142
C6021,Avenida Juan B. Justo 8599,-31.320153,-64.175756
C6186,De Los Valsecitos 741,-31.31003344036196,-64.18136715888977
C6166,Avenida Juan B. Justo 8531,-31.32369,-64.175627
C6136,Jorge Eduardo Newbery 151,-31.352895,-64.177526
C4877,Avenida Vélez Sarsfield 222,-31.417755386296147,-64.18790705502033
C7325,Coronel Manuel Namuncurá 5528,-31.415447,-64.258502
C7315,Avenida Santa Ana 2294,-31.415539,-64.215361
C706,Mariano Fragueíro 3251,-31.377565371077754,-64.1839098930359
C9077,Avenida Colón 1537,-31.40758637884035,-64.20388698577882
p24_vuelta_a,Juan De Escolar 708,-31.364095,-64.184103
p12_vuelta_a,Bedoya 661,-31.398127,-64.18626
C5706,Estanislao Learte 241,-31.412938,-64.136252
C9211,José Figueroa 634,-31.388341,-64.247409
C5118,Agustín Garzón 1766,-31.424388,-64.161304
C5681,Antonio Rosillo 84,-31.395265,-64.250879
C9187,Juan Hauling 5717,-31.384037,-64.251748
C5603,Igualdad 4486,-31.391762,-64.235682
C5594,Humberto Primo 3180,-31.398635,-64.221177
C5578,Nataniel Morcillo 1792,-31.427377,-64.162055
C5562,Mariano Boedo 1896,-31.431693,-64.116919
C5494,Pedro Antonio Inchauspe 109,-31.449122,-64.1976
C5463,Corrientes 2814,-31.426635,-64.148188
C5451,Corrientes 4267,-31.427766,-64.13063
C5435,Talacasto 5891,-31.435236,-64.110181
C5544,Fiambala 4882,-31.439072,-64.123625
C5532,Obispo Castellano 1509,-31.426406,-64.140834
C6300,Viña del Mar 4199-4099,-31.458557955376232,-64.20384407043458
C5396,Obispo Maldonado 2164,-31.418446,-64.1555
C5378,Argandoña 4543,-31.421733,-64.127229
C5366,Agustín Garzón 5170,-31.427491,-64.119746
C5355,Cangallo 1161,-31.423179,-64.119269
C5344,Río Uruguay 872,-31.420117,-64.127793
C5332,Juan Rodríguez 1301,-31.423408,-64.148837
C5401,Rosario de Santa Fe 1153,-31.41629,-64.166996
C5413,Avenida Duarte Quirós 5238,-31.397037,-64.250311
C5248,Avenida Duarte Quirós 3563,-31.405796,-64.228628
C5250,Avenida Don Bosco 5430,-31.399931,-64.255509
C5231,Avenida Revolución Libertadora S/N,-31.370695,-64.251523
C5219,Dionisio Papin 4999-4899,-31.36519,-64.252499
C5209,Humberto Primo 5754,-31.387462,-64.253824
C5196,Avenida Don Bosco 4656,-31.405151,-64.244608
C5183,Avenida Duarte Quirós 2454,-31.409267,-64.216472
C5072,Avenida Mahatma Ghandi 299,-31.386624,-64.269665
C5057,Avenida Colón 4990,-31.39619,-64.246341
C5047,Avenida Colón 2652,-31.403525,-64.216579
C5065,Bulevar Juan Domingo Perón 347,-31.422181,-64.174694
C5023,San Jerónimo 2161,-31.422648,-64.156004
C5013,López y Planes 4149,-31.422387,-64.131843
C5003,Tulumba 1273,-31.424099,-64.111893
C5133,Estados Unidos 4962,-31.423747,-64.122579
C5089,Avenida Colón 5170,-31.39635,-64.250724
C5073,Avenida Mahatma Ghandi 405,-31.384879182353554,-64.26939189434053
p17_reg_c,Avenida General Paz 185,-31.413167,-64.185924
p25_vuelta_a,Juan De Escolar 890,-31.364035,-64.186662
C733,General Lavalleja 1280,-31.400791738035366,-64.1864848136902
C5705,Blas Parera 3631,-31.414609,-64.136129
C9213,Juncalillo 726,-31.386578,-64.248605
C5119,Agustín Garzón 1976,-31.424658,-64.158713
C6653,Bulevar Juan Domingo Perón 360,-31.422419,-64.174844
C9304,José Figueroa 607,-31.388575,-64.247634
C5588,Doctor Enrique Tornú 2346,-31.397738,-64.210196
C5571,Guandacol 1711,-31.428919,-64.127187
C6273,El Tirol 202,-31.456325,-64.203308
C5468,Corrientes 1803,-31.425482,-64.160725
C5453,Corrientes 3841,-31.427693,-64.135432
C5432,Máximo Zamudio S/N,-31.43124,-64.109393
C5547,Tinogasta 5402,-31.437593,-64.116662
C5530,Diego de Torres 1529,-31.426283,-64.143344
C5510,Capri 4099,-31.458585,-64.20585
C5683,Bernardo de Irigoyen 1053,-31.420057201975375,-64.15511369705202
C5377,Argandoña 4739,-31.421788,-64.124987
C5354,Argandoña 5201,-31.421009,-64.119301
C5345,Río Uruguay 1016,-31.421678,-64.12782
C5334,San Jerónimo 3162,-31.423884,-64.143527
C5400,Rosario de Santa Fe 1362,-31.415653,-64.164523
C5412,Avenida Duarte Quirós 4970,-31.398402,-64.246459
C5272,Avenida Duarte Quirós 1515,-31.413039,-64.20525
C5247,Avenida Duarte Quirós 3855,-31.405045,-64.232383
C5252,Avenida Don Bosco 5205,-31.402106,-64.251223
C5234,Colectora S/N,-31.38124753634906,-64.25801396369936
C5220,Roberto Boyle 5652,-31.362826105629438,-64.252907037735
C5210,Humberto Primo 6102,-31.386651,-64.256238
C5198,Avenida Don Bosco 4982,-31.403077,-64.248911
C5185,Avenida Duarte Quirós 2874,-31.407728,-64.221214
C5102,Soldado Ramón A. Cabrera 6907,-31.378619,-64.271972
C5053,Avenida Colón 4352,-31.397184,-64.236363
C5045,Avenida Colón 2052,-31.405604,-64.209766
C5030,Agustín Garzón 1370,-31.423971,-64.166754
C5019,San Jerónimo 2959,-31.423536,-64.146059
C5010,San Jerónimo 4435,-31.424548,-64.128426
C5126,José M. Solares 1363,-31.424589,-64.141837
C5110,Avenida Emilio Olmos 480,-31.415662,-64.176845
C9227,Avenida Colón 4147,-31.398109,-64.234266
C5085,Avenida Colón 6325,-31.394986,-64.263057
C5271,Avenida Duarte Quirós 1711,-31.412064,-64.208334
C5251,Avenida Don Bosco 5309,-31.400783,-64.254023
C5232,Dirección desconocida,-31.37657610805126,-64.25563216209413
C5222,Juan Nepper 5340,-31.359298965386465,-64.25662994384767
C5211,Humberto Primo 6148,-31.386194,-64.257596
C5197,Avenida Don Bosco 4738,-31.404716,-64.24552
C5186,Avenida Duarte Quirós 3050,-31.407096,-64.223215
C5579,República Popular China S/N,-31.373187,-64.277396
C5066,Avenida Mahatma Ghandi 28,-31.392866,-64.269419
C5052,Avenida Colón 4150,-31.397848,-64.234207
C5029,Agustín Garzón 1502,-31.423962,-64.165006
C5018,Diego de Torres 1300,-31.423711093175896,-64.14309673011303
C5008,San Jerónimo 4958,-31.424607,-64.122584
C5000,Lola Mora 1605,-31.427537,-64.114548
C5107,Avenida Colón 672,-31.410828,-64.192235
C5091,Avenida Colón 4923,-31.396304,-64.245209
C5076,Avenida Santiago Costamagna 6998,-31.386422,-64.27267
